Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
29075 Nerja;2907501 Nerja distrito 01;2907501010 Nerja sección 01010;Distribución de la renta P80/P20;2015;3,1
29076 Ojén;;;Índice de Gini;2023;31,2
29076 Ojén;;;Índice de Gini;2022;32,9
29076 Ojén;;;Índice de Gini;2021;33,5
29076 Ojén;;;Índice de Gini;2020;32,7
29076 Ojén;;;Índice de Gini;2019;31,6
29076 Ojén;;;Índice de Gini;2018;32,3
29076 Ojén;;;Índice de Gini;2017;34,1
29076 Ojén;;;Índice de Gini;2016;34,6
29076 Ojén;;;Índice de Gini;2015;35
29076 Ojén;;;Distribución de la renta P80/P20;2023;2,5
29076 Ojén;;;Distribución de la renta P80/P20;2022;2,5
29076 Ojén;;;Distribución de la renta P80/P20;2021;2,7
29076 Ojén;;;Distribución de la renta P80/P20;2020;2,6
29076 Ojén;;;Distribución de la renta P80/P20;2019;2,5
29076 Ojén;;;Distribución de la renta P80/P20;2018;2,9
29076 Ojén;;;Distribución de la renta P80/P20;2017;3,1
29076 Ojén;;;Distribución de la renta P80/P20;2016;2,9
29076 Ojén;;;Distribución de la renta P80/P20;2015;3
29076 Ojén;2907601 Ojén distrito 01;;Índice de Gini;2023;31,2
29076 Ojén;2907601 Ojén distrito 01;;Índice de Gini;2022;32,9
29076 Ojén;2907601 Ojén distrito 01;;Índice de Gini;2021;33,5
29076 Ojén;2907601 Ojén distrito 01;;Índice de Gini;2020;32,7
29076 Ojén;2907601 Ojén distrito 01;;Índice de Gini;2019;31,6
29076 Ojén;2907601 Ojén distrito 01;;Índice de Gini;2018;32,3
29076 Ojén;2907601 Ojén distrito 01;;Índice de Gini;2017;34,1
29076 Ojén;2907601 Ojén distrito 01;;Índice de Gini;2016;34,6
29076 Ojén;2907601 Ojén distrito 01;;Índice de Gini;2015;35
29076 Ojén;2907601 Ojén distrito 01;;Distribución de la renta P80/P20;2023;2,5
29076 Ojén;2907601 Ojén distrito 01;;Distribución de la renta P80/P20;2022;2,5
29076 Ojén;2907601 Ojén distrito 01;;Distribución de la renta P80/P20;2021;2,7
29076 Ojén;2907601 Ojén distrito 01;;Distribución de la renta P80/P20;2020;2,6
29076 Ojén;2907601 Ojén distrito 01;;Distribución de la renta P80/P20;2019;2,5
29076 Ojén;2907601 Ojén distrito 01;;Distribución de la renta P80/P20;2018;2,9
29076 Ojén;2907601 Ojén distrito 01;;Distribución de la renta P80/P20;2017;3,1
29076 Ojén;2907601 Ojén distrito 01;;Distribución de la renta P80/P20;2016;2,9
29076 Ojén;2907601 Ojén distrito 01;;Distribución de la renta P80/P20;2015;3
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Índice de Gini;2023;32,7
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Índice de Gini;2022;34,2
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Índice de Gini;2021;35,1
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Índice de Gini;2020;34,2
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Índice de Gini;2019;33,5
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Índice de Gini;2018;33,9
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Índice de Gini;2017;35,8
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Índice de Gini;2016;36,3
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Índice de Gini;2015;36,9
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Distribución de la renta P80/P20;2023;2,5
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Distribución de la renta P80/P20;2022;2,7
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Distribución de la renta P80/P20;2021;2,9
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Distribución de la renta P80/P20;2020;2,9
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Distribución de la renta P80/P20;2019;2,7
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Distribución de la renta P80/P20;2018;2,9
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Distribución de la renta P80/P20;2017;3
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Distribución de la renta P80/P20;2016;2,9
29076 Ojén;2907601 Ojén distrito 01;2907601001 Ojén sección 01001;Distribución de la renta P80/P20;2015;3
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Índice de Gini;2023;28,5
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Índice de Gini;2022;30,3
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Índice de Gini;2021;30,3
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Índice de Gini;2020;29,7
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Índice de Gini;2019;27,2
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Índice de Gini;2018;29,6
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Índice de Gini;2017;30,4
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Índice de Gini;2016;31,8
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Índice de Gini;2015;31,6
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Distribución de la renta P80/P20;2023;2,3
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Distribución de la renta P80/P20;2022;2,6
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Distribución de la renta P80/P20;2021;2,4
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Distribución de la renta P80/P20;2020;2,7
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Distribución de la renta P80/P20;2019;2,1
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Distribución de la renta P80/P20;2018;2,5
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Distribución de la renta P80/P20;2017;2,5
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Distribución de la renta P80/P20;2016;2,7
29076 Ojén;2907601 Ojén distrito 01;2907601002 Ojén sección 01002;Distribución de la renta P80/P20;2015;2,7
29077 Parauta;;;Índice de Gini;2023;27,8
29077 Parauta;;;Índice de Gini;2022;28,5
29077 Parauta;;;Índice de Gini;2021;29,6
29077 Parauta;;;Índice de Gini;2020;31,3
29077 Parauta;;;Índice de Gini;2019;29,3
29077 Parauta;;;Índice de Gini;2018;31,7
29077 Parauta;;;Índice de Gini;2017;29,9
29077 Parauta;;;Índice de Gini;2016;29
29077 Parauta;;;Índice de Gini;2015;32,7
29077 Parauta;;;Distribución de la renta P80/P20;2023;2,4
29077 Parauta;;;Distribución de la renta P80/P20;2022;3
29077 Parauta;;;Distribución de la renta P80/P20;2021;2,3
29077 Parauta;;;Distribución de la renta P80/P20;2020;2,6
29077 Parauta;;;Distribución de la renta P80/P20;2019;2,4
29077 Parauta;;;Distribución de la renta P80/P20;2018;2,7
29077 Parauta;;;Distribución de la renta P80/P20;2017;2,6
29077 Parauta;;;Distribución de la renta P80/P20;2016;2,5
29077 Parauta;;;Distribución de la renta P80/P20;2015;2,6
29077 Parauta;2907701 Parauta distrito 01;;Índice de Gini;2023;27,8
29077 Parauta;2907701 Parauta distrito 01;;Índice de Gini;2022;28,5
29077 Parauta;2907701 Parauta distrito 01;;Índice de Gini;2021;29,6
29077 Parauta;2907701 Parauta distrito 01;;Índice de Gini;2020;31,3
29077 Parauta;2907701 Parauta distrito 01;;Índice de Gini;2019;29,3
29077 Parauta;2907701 Parauta distrito 01;;Índice de Gini;2018;31,7
29077 Parauta;2907701 Parauta distrito 01;;Índice de Gini;2017;29,9
29077 Parauta;2907701 Parauta distrito 01;;Índice de Gini;2016;29
29077 Parauta;2907701 Parauta distrito 01;;Índice de Gini;2015;32,7
29077 Parauta;2907701 Parauta distrito 01;;Distribución de la renta P80/P20;2023;2,4
29077 Parauta;2907701 Parauta distrito 01;;Distribución de la renta P80/P20;2022;3
29077 Parauta;2907701 Parauta distrito 01;;Distribución de la renta P80/P20;2021;2,3
29077 Parauta;2907701 Parauta distrito 01;;Distribución de la renta P80/P20;2020;2,6
29077 Parauta;2907701 Parauta distrito 01;;Distribución de la renta P80/P20;2019;2,4
29077 Parauta;2907701 Parauta distrito 01;;Distribución de la renta P80/P20;2018;2,7
29077 Parauta;2907701 Parauta distrito 01;;Distribución de la renta P80/P20;2017;2,6
29077 Parauta;2907701 Parauta distrito 01;;Distribución de la renta P80/P20;2016;2,5
29077 Parauta;2907701 Parauta distrito 01;;Distribución de la renta P80/P20;2015;2,6
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Índice de Gini;2023;27,8
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Índice de Gini;2022;28,5
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Índice de Gini;2021;29,6
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Índice de Gini;2020;31,3
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Índice de Gini;2019;29,3
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Índice de Gini;2018;31,7
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Índice de Gini;2017;29,9
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Índice de Gini;2016;29
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Índice de Gini;2015;32,7
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Distribución de la renta P80/P20;2023;2,4
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Distribución de la renta P80/P20;2022;3
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Distribución de la renta P80/P20;2021;2,3
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Distribución de la renta P80/P20;2020;2,6
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Distribución de la renta P80/P20;2019;2,4
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Distribución de la renta P80/P20;2018;2,7
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Distribución de la renta P80/P20;2017;2,6
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Distribución de la renta P80/P20;2016;2,5
29077 Parauta;2907701 Parauta distrito 01;2907701001 Parauta sección 01001;Distribución de la renta P80/P20;2015;2,6
29079 Periana;;;Índice de Gini;2023;29,6
29079 Periana;;;Índice de Gini;2022;29,6
29079 Periana;;;Índice de Gini;2021;30,2
29079 Periana;;;Índice de Gini;2020;31,5
29079 Periana;;;Índice de Gini;2019;30,7
29079 Periana;;;Índice de Gini;2018;31,5
29079 Periana;;;Índice de Gini;2017;32,6
29079 Periana;;;Índice de Gini;2016;34,7
29079 Periana;;;Índice de Gini;2015;32,9
29079 Periana;;;Distribución de la renta P80/P20;2023;2,4
29079 Periana;;;Distribución de la renta P80/P20;2022;2,5
29079 Periana;;;Distribución de la renta P80/P20;2021;2,6
29079 Periana;;;Distribución de la renta P80/P20;2020;2,8
29079 Periana;;;Distribución de la renta P80/P20;2019;2,7
29079 Periana;;;Distribución de la renta P80/P20;2018;2,7
29079 Periana;;;Distribución de la renta P80/P20;2017;2,7
29079 Periana;;;Distribución de la renta P80/P20;2016;3
29079 Periana;;;Distribución de la renta P80/P20;2015;2,6
29079 Periana;2907901 Periana distrito 01;;Índice de Gini;2023;29,6
29079 Periana;2907901 Periana distrito 01;;Índice de Gini;2022;29,6
29079 Periana;2907901 Periana distrito 01;;Índice de Gini;2021;30,2
29079 Periana;2907901 Periana distrito 01;;Índice de Gini;2020;31,5
29079 Periana;2907901 Periana distrito 01;;Índice de Gini;2019;30,7
29079 Periana;2907901 Periana distrito 01;;Índice de Gini;2018;31,5
29079 Periana;2907901 Periana distrito 01;;Índice de Gini;2017;32,6
29079 Periana;2907901 Periana distrito 01;;Índice de Gini;2016;34,7
29079 Periana;2907901 Periana distrito 01;;Índice de Gini;2015;32,9
29079 Periana;2907901 Periana distrito 01;;Distribución de la renta P80/P20;2023;2,4
29079 Periana;2907901 Periana distrito 01;;Distribución de la renta P80/P20;2022;2,5
29079 Periana;2907901 Periana distrito 01;;Distribución de la renta P80/P20;2021;2,6
29079 Periana;2907901 Periana distrito 01;;Distribución de la renta P80/P20;2020;2,8
29079 Periana;2907901 Periana distrito 01;;Distribución de la renta P80/P20;2019;2,7
29079 Periana;2907901 Periana distrito 01;;Distribución de la renta P80/P20;2018;2,7
29079 Periana;2907901 Periana distrito 01;;Distribución de la renta P80/P20;2017;2,7
29079 Periana;2907901 Periana distrito 01;;Distribución de la renta P80/P20;2016;3
29079 Periana;2907901 Periana distrito 01;;Distribución de la renta P80/P20;2015;2,6
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Índice de Gini;2023;27,9
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Índice de Gini;2022;29,8
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Índice de Gini;2021;29,3
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Índice de Gini;2020;31,6
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Índice de Gini;2019;32,8
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Índice de Gini;2018;32,9
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Índice de Gini;2017;33,2
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Índice de Gini;2016;34,9
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Índice de Gini;2015;33
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Distribución de la renta P80/P20;2023;2,4
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Distribución de la renta P80/P20;2022;2,5
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Distribución de la renta P80/P20;2021;2,5
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Distribución de la renta P80/P20;2020;2,7
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Distribución de la renta P80/P20;2019;3
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Distribución de la renta P80/P20;2018;2,9
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Distribución de la renta P80/P20;2017;2,6
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Distribución de la renta P80/P20;2016;3
29079 Periana;2907901 Periana distrito 01;2907901001 Periana sección 01001;Distribución de la renta P80/P20;2015;2,8
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Índice de Gini;2023;30
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Índice de Gini;2022;29
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Índice de Gini;2021;30,4
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Índice de Gini;2020;30,5
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Índice de Gini;2019;29,1
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Índice de Gini;2018;30,6
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Índice de Gini;2017;32,5
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Índice de Gini;2016;35
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Índice de Gini;2015;33,4
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Distribución de la renta P80/P20;2023;2,5
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Distribución de la renta P80/P20;2022;2,5
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Distribución de la renta P80/P20;2021;2,4
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Distribución de la renta P80/P20;2020;2,7
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Distribución de la renta P80/P20;2019;2,2
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Distribución de la renta P80/P20;2018;2,4
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Distribución de la renta P80/P20;2017;2,7
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Distribución de la renta P80/P20;2016;3
29079 Periana;2907901 Periana distrito 01;2907901002 Periana sección 01002;Distribución de la renta P80/P20;2015;2,6
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Índice de Gini;2023;30,7
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Índice de Gini;2022;30
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Índice de Gini;2021;31
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Índice de Gini;2020;32,9
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Índice de Gini;2019;30,2
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Índice de Gini;2018;30,5
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Índice de Gini;2017;31,5
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Índice de Gini;2016;33,4
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Índice de Gini;2015;31,8
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Distribución de la renta P80/P20;2023;2,6
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Distribución de la renta P80/P20;2022;2,4
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Distribución de la renta P80/P20;2021;2,6
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Distribución de la renta P80/P20;2020;3,1
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Distribución de la renta P80/P20;2019;2,8
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Distribución de la renta P80/P20;2018;2,4
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Distribución de la renta P80/P20;2017;2,6
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Distribución de la renta P80/P20;2016;2,7
29079 Periana;2907901 Periana distrito 01;2907901003 Periana sección 01003;Distribución de la renta P80/P20;2015;2,7
29080 Pizarra;;;Índice de Gini;2023;26,7
29080 Pizarra;;;Índice de Gini;2022;27,2
29080 Pizarra;;;Índice de Gini;2021;27,7
29080 Pizarra;;;Índice de Gini;2020;27,9
29080 Pizarra;;;Índice de Gini;2019;27,3
29080 Pizarra;;;Índice de Gini;2018;28
29080 Pizarra;;;Índice de Gini;2017;28,5
29080 Pizarra;;;Índice de Gini;2016;30,4
29080 Pizarra;;;Índice de Gini;2015;31
29080 Pizarra;;;Distribución de la renta P80/P20;2023;2,2
29080 Pizarra;;;Distribución de la renta P80/P20;2022;2,2
29080 Pizarra;;;Distribución de la renta P80/P20;2021;2,4
29080 Pizarra;;;Distribución de la renta P80/P20;2020;2,3
29080 Pizarra;;;Distribución de la renta P80/P20;2019;2,3
29080 Pizarra;;;Distribución de la renta P80/P20;2018;2,4
29080 Pizarra;;;Distribución de la renta P80/P20;2017;2,3
29080 Pizarra;;;Distribución de la renta P80/P20;2016;2,6
29080 Pizarra;;;Distribución de la renta P80/P20;2015;2,6
29080 Pizarra;2908001 Pizarra distrito 01;;Índice de Gini;2023;26,5
29080 Pizarra;2908001 Pizarra distrito 01;;Índice de Gini;2022;26,9
29080 Pizarra;2908001 Pizarra distrito 01;;Índice de Gini;2021;27,3
29080 Pizarra;2908001 Pizarra distrito 01;;Índice de Gini;2020;27,2
29080 Pizarra;2908001 Pizarra distrito 01;;Índice de Gini;2019;26,2
29080 Pizarra;2908001 Pizarra distrito 01;;Índice de Gini;2018;26,8
29080 Pizarra;2908001 Pizarra distrito 01;;Índice de Gini;2017;27,9
29080 Pizarra;2908001 Pizarra distrito 01;;Índice de Gini;2016;30
29080 Pizarra;2908001 Pizarra distrito 01;;Índice de Gini;2015;30,5
29080 Pizarra;2908001 Pizarra distrito 01;;Distribución de la renta P80/P20;2023;2,2
29080 Pizarra;2908001 Pizarra distrito 01;;Distribución de la renta P80/P20;2022;2,2
29080 Pizarra;2908001 Pizarra distrito 01;;Distribución de la renta P80/P20;2021;2,2
29080 Pizarra;2908001 Pizarra distrito 01;;Distribución de la renta P80/P20;2020;2,3
29080 Pizarra;2908001 Pizarra distrito 01;;Distribución de la renta P80/P20;2019;2,1
29080 Pizarra;2908001 Pizarra distrito 01;;Distribución de la renta P80/P20;2018;2,1
29080 Pizarra;2908001 Pizarra distrito 01;;Distribución de la renta P80/P20;2017;2,2
29080 Pizarra;2908001 Pizarra distrito 01;;Distribución de la renta P80/P20;2016;2,4
29080 Pizarra;2908001 Pizarra distrito 01;;Distribución de la renta P80/P20;2015;2,5
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Índice de Gini;2023;28,8
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Índice de Gini;2022;29,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Índice de Gini;2021;27,6
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Índice de Gini;2020;27,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Índice de Gini;2019;26,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Índice de Gini;2018;27,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Índice de Gini;2017;29,9
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Índice de Gini;2016;32,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Índice de Gini;2015;32,7
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Distribución de la renta P80/P20;2023;2,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Distribución de la renta P80/P20;2022;2,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Distribución de la renta P80/P20;2021;2,1
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Distribución de la renta P80/P20;2020;2,1
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Distribución de la renta P80/P20;2019;2
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Distribución de la renta P80/P20;2018;2,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Distribución de la renta P80/P20;2017;2,4
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Distribución de la renta P80/P20;2016;2,5
29080 Pizarra;2908001 Pizarra distrito 01;2908001001 Pizarra sección 01001;Distribución de la renta P80/P20;2015;2,9
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Índice de Gini;2023;25,4
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Índice de Gini;2022;25,4
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Índice de Gini;2021;27,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Índice de Gini;2020;25,6
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Índice de Gini;2019;25
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Índice de Gini;2018;25,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Índice de Gini;2017;26,1
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Índice de Gini;2016;29,5
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Índice de Gini;2015;26,8
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Distribución de la renta P80/P20;2023;2,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Distribución de la renta P80/P20;2022;2,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Distribución de la renta P80/P20;2021;2,4
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Distribución de la renta P80/P20;2020;2,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Distribución de la renta P80/P20;2019;2
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Distribución de la renta P80/P20;2018;2,1
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Distribución de la renta P80/P20;2017;2,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Distribución de la renta P80/P20;2016;2,7
29080 Pizarra;2908001 Pizarra distrito 01;2908001002 Pizarra sección 01002;Distribución de la renta P80/P20;2015;2,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Índice de Gini;2023;27,7
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Índice de Gini;2022;28,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Índice de Gini;2021;28,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Índice de Gini;2020;29
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Índice de Gini;2019;26,7
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Índice de Gini;2018;28,1
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Índice de Gini;2017;28,6
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Índice de Gini;2016;30,9
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Índice de Gini;2015;31,7
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Distribución de la renta P80/P20;2023;2,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Distribución de la renta P80/P20;2022;2,1
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Distribución de la renta P80/P20;2021;2,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Distribución de la renta P80/P20;2020;2,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Distribución de la renta P80/P20;2019;2,2
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Distribución de la renta P80/P20;2018;2,1
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Distribución de la renta P80/P20;2017;2,3
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Distribución de la renta P80/P20;2016;2,4
29080 Pizarra;2908001 Pizarra distrito 01;2908001003 Pizarra sección 01003;Distribución de la renta P80/P20;2015;2,6
29080 Pizarra;2908001 Pizarra distrito 01;2908001004 Pizarra sección 01004;Índice de Gini;2023;25,4
