Municipios;Sexo;Periodo;Total
29099 Viñuela;Mujeres;2018;969
29099 Viñuela;Mujeres;2017;984
29099 Viñuela;Mujeres;2016;974
29099 Viñuela;Mujeres;2015;967
29100 Yunquera;Total;2025;2.828
29100 Yunquera;Total;2024;2.868
29100 Yunquera;Total;2023;2.823
29100 Yunquera;Total;2022;2.841
29100 Yunquera;Total;2021;2.866
29100 Yunquera;Total;2020;2.869
29100 Yunquera;Total;2019;2.864
29100 Yunquera;Total;2018;2.880
29100 Yunquera;Total;2017;2.926
29100 Yunquera;Total;2016;2.948
29100 Yunquera;Total;2015;2.983
29100 Yunquera;Hombres;2025;1.423
29100 Yunquera;Hombres;2024;1.454
29100 Yunquera;Hombres;2023;1.437
29100 Yunquera;Hombres;2022;1.450
29100 Yunquera;Hombres;2021;1.465
29100 Yunquera;Hombres;2020;1.464
29100 Yunquera;Hombres;2019;1.460
29100 Yunquera;Hombres;2018;1.467
29100 Yunquera;Hombres;2017;1.496
29100 Yunquera;Hombres;2016;1.506
29100 Yunquera;Hombres;2015;1.519
29100 Yunquera;Mujeres;2025;1.405
29100 Yunquera;Mujeres;2024;1.414
29100 Yunquera;Mujeres;2023;1.386
29100 Yunquera;Mujeres;2022;1.391
29100 Yunquera;Mujeres;2021;1.401
29100 Yunquera;Mujeres;2020;1.405
29100 Yunquera;Mujeres;2019;1.404
29100 Yunquera;Mujeres;2018;1.413
29100 Yunquera;Mujeres;2017;1.430
29100 Yunquera;Mujeres;2016;1.442
29100 Yunquera;Mujeres;2015;1.464
