Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
29005 Algarrobo;2900501 Algarrobo distrito 01;;Renta neta media por persona;2015;""
29005 Algarrobo;2900501 Algarrobo distrito 01;;Renta neta media por hogar;2023;26.764
29005 Algarrobo;2900501 Algarrobo distrito 01;;Renta neta media por hogar;2022;24.418
29005 Algarrobo;2900501 Algarrobo distrito 01;;Renta neta media por hogar;2021;23.100
29005 Algarrobo;2900501 Algarrobo distrito 01;;Renta neta media por hogar;2020;21.651
29005 Algarrobo;2900501 Algarrobo distrito 01;;Renta neta media por hogar;2019;21.682
29005 Algarrobo;2900501 Algarrobo distrito 01;;Renta neta media por hogar;2018;20.774
29005 Algarrobo;2900501 Algarrobo distrito 01;;Renta neta media por hogar;2017;19.376
29005 Algarrobo;2900501 Algarrobo distrito 01;;Renta neta media por hogar;2016;18.467
29005 Algarrobo;2900501 Algarrobo distrito 01;;Renta neta media por hogar;2015;18.272
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por persona;2023;9.483
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por persona;2022;8.674
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por persona;2021;8.229
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por persona;2020;7.855
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por persona;2019;7.895
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por persona;2018;7.432
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por persona;2017;7.062
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por persona;2016;6.838
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por persona;2015;6.720
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por hogar;2023;23.689
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por hogar;2022;21.877
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por hogar;2021;20.807
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por hogar;2020;19.659
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por hogar;2019;19.952
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por hogar;2018;18.430
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por hogar;2017;17.847
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por hogar;2016;17.270
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501001 Algarrobo sección 01001;Renta neta media por hogar;2015;16.680
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por persona;2023;9.105
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por persona;2022;8.822
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por persona;2021;8.356
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por persona;2020;7.741
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por persona;2019;7.849
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por persona;2018;7.396
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por persona;2017;6.820
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por persona;2016;6.420
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por persona;2015;6.316
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por hogar;2023;24.376
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por hogar;2022;23.049
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por hogar;2021;21.723
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por hogar;2020;20.240
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por hogar;2019;20.459
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por hogar;2018;19.264
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por hogar;2017;17.726
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por hogar;2016;16.558
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501002 Algarrobo sección 01002;Renta neta media por hogar;2015;16.162
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por persona;2023;12.254
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por persona;2022;11.205
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por persona;2021;10.400
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por persona;2020;9.907
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por persona;2019;9.773
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por persona;2018;9.474
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por persona;2017;8.940
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por persona;2016;8.554
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por persona;2015;""
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por hogar;2023;29.963
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por hogar;2022;27.118
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por hogar;2021;25.349
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por hogar;2020;23.705
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por hogar;2019;23.755
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por hogar;2018;23.435
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por hogar;2017;21.598
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por hogar;2016;21.041
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501003 Algarrobo sección 01003;Renta neta media por hogar;2015;21.156
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por persona;2023;11.983
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por persona;2022;10.682
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por persona;2021;10.269
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por persona;2020;9.381
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por persona;2019;9.359
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por persona;2018;9.130
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por persona;2017;8.364
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por persona;2016;7.481
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por persona;2015;7.633
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por hogar;2023;27.940
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por hogar;2022;25.013
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por hogar;2021;23.844
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por hogar;2020;22.422
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por hogar;2019;22.163
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por hogar;2018;21.531
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por hogar;2017;20.022
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por hogar;2016;18.926
29005 Algarrobo;2900501 Algarrobo distrito 01;2900501004 Algarrobo sección 01004;Renta neta media por hogar;2015;18.992
29006 Algatocín;;;Renta neta media por persona;2023;10.882
29006 Algatocín;;;Renta neta media por persona;2022;9.891
29006 Algatocín;;;Renta neta media por persona;2021;9.171
29006 Algatocín;;;Renta neta media por persona;2020;8.682
29006 Algatocín;;;Renta neta media por persona;2019;8.804
29006 Algatocín;;;Renta neta media por persona;2018;7.968
29006 Algatocín;;;Renta neta media por persona;2017;7.658
29006 Algatocín;;;Renta neta media por persona;2016;7.176
29006 Algatocín;;;Renta neta media por persona;2015;7.271
29006 Algatocín;;;Renta neta media por hogar;2023;22.206
29006 Algatocín;;;Renta neta media por hogar;2022;20.028
29006 Algatocín;;;Renta neta media por hogar;2021;18.663
29006 Algatocín;;;Renta neta media por hogar;2020;17.762
29006 Algatocín;;;Renta neta media por hogar;2019;17.742
29006 Algatocín;;;Renta neta media por hogar;2018;15.834
29006 Algatocín;;;Renta neta media por hogar;2017;15.622
29006 Algatocín;;;Renta neta media por hogar;2016;14.929
29006 Algatocín;;;Renta neta media por hogar;2015;15.505
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por persona;2023;10.882
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por persona;2022;9.891
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por persona;2021;9.171
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por persona;2020;8.682
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por persona;2019;""
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por persona;2018;""
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por persona;2017;""
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por persona;2016;""
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por persona;2015;""
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por hogar;2023;22.206
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por hogar;2022;20.028
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por hogar;2021;18.663
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por hogar;2020;17.762
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por hogar;2019;17.742
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por hogar;2018;15.834
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por hogar;2017;15.622
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por hogar;2016;14.929
29006 Algatocín;2900601 Algatocín distrito 01;;Renta neta media por hogar;2015;15.505
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por persona;2023;10.882
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por persona;2022;9.891
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por persona;2021;9.171
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por persona;2020;8.682
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por persona;2019;8.804
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por persona;2018;7.968
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por persona;2017;7.658
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por persona;2016;7.176
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por persona;2015;7.271
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por hogar;2023;22.206
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por hogar;2022;20.028
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por hogar;2021;18.663
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por hogar;2020;17.762
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por hogar;2019;17.742
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por hogar;2018;15.834
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por hogar;2017;15.622
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por hogar;2016;14.929
29006 Algatocín;2900601 Algatocín distrito 01;2900601001 Algatocín sección 01001;Renta neta media por hogar;2015;15.505
29007 Alhaurín de la Torre;;;Renta neta media por persona;2023;14.083
29007 Alhaurín de la Torre;;;Renta neta media por persona;2022;12.835
29007 Alhaurín de la Torre;;;Renta neta media por persona;2021;11.917
29007 Alhaurín de la Torre;;;Renta neta media por persona;2020;11.081
29007 Alhaurín de la Torre;;;Renta neta media por persona;2019;11.113
29007 Alhaurín de la Torre;;;Renta neta media por persona;2018;10.487
29007 Alhaurín de la Torre;;;Renta neta media por persona;2017;9.866
29007 Alhaurín de la Torre;;;Renta neta media por persona;2016;9.454
29007 Alhaurín de la Torre;;;Renta neta media por persona;2015;9.231
29007 Alhaurín de la Torre;;;Renta neta media por hogar;2023;43.020
29007 Alhaurín de la Torre;;;Renta neta media por hogar;2022;39.253
29007 Alhaurín de la Torre;;;Renta neta media por hogar;2021;36.562
29007 Alhaurín de la Torre;;;Renta neta media por hogar;2020;34.174
29007 Alhaurín de la Torre;;;Renta neta media por hogar;2019;34.275
29007 Alhaurín de la Torre;;;Renta neta media por hogar;2018;32.160
29007 Alhaurín de la Torre;;;Renta neta media por hogar;2017;30.293
29007 Alhaurín de la Torre;;;Renta neta media por hogar;2016;28.875
29007 Alhaurín de la Torre;;;Renta neta media por hogar;2015;27.973
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por persona;2023;14.083
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por persona;2022;12.835
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por persona;2021;11.917
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por persona;2020;11.081
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por persona;2019;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por persona;2018;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por persona;2017;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por persona;2016;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por persona;2015;""
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por hogar;2023;43.020
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por hogar;2022;39.253
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por hogar;2021;36.562
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por hogar;2020;34.174
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por hogar;2019;34.275
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por hogar;2018;32.160
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por hogar;2017;30.293
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por hogar;2016;28.875
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;;Renta neta media por hogar;2015;27.973
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Renta neta media por persona;2023;12.034
29007 Alhaurín de la Torre;2900701 Alhaurín de la Torre distrito 01;2900701001 Alhaurín de la Torre sección 01001;Renta neta media por persona;2022;10.530
